"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",-0.135909713559909,-0.173742732133263,-0.109919686392079,0.819219721060671,0.00588499936011666,-0.0471232468780751,1.0773943238698,0.925175619929675,0.226559580258937,1.58968314078367,0.88669180744631,1.45613185395401,0.303537344353256,1.12403319128829,-0.257978813037264,-1.11202738344747,0.13365586074794,0.0533865951519932,-0.398887460894882,-0.85357461559656
"2",-0.924831400137178,0.814854314878343,-1.34685643649046,-0.0975529559353414,0.697310844963548,-1.3810332232284,-0.0596139285930244,-1.0809300322803,-1.23687273430356,0.028733777847705,0.487244718488972,0.811162362600427,-0.566051710732083,-1.11729999111553,0.267724085001027,0.998663513406766,1.4458483831284,-0.143440018052513,-0.119607229610542,-1.14597154128757
"3",-1.21593551487448,0.898755320642508,1.43459599126727,0.193221003611073,1.2868401012398,-1.10072051162045,-1.20080051545455,-1.36902026775026,-0.229820236100275,-0.274096956177939,-1.29605013034384,1.20252046669779,1.2523836307283,-0.560792153833535,-0.342659632323622,-1.64230007444585,-0.161099722346328,-0.110281564768573,0.637457792333513,-0.228868871217022
"4",-1.58884560577512,-0.785646427359579,-1.49434266895509,-0.390941830442622,1.30843188035622,-0.297370523864703,-1.29079137596156,-0.177183633127426,-0.52723684456224,0.0524367199647591,0.60089771295939,-0.149221929964176,-0.00822192833308355,0.160567800048872,0.749632537328329,0.81020960964633,-0.963848520569197,0.0240583051906555,0.403434795497815,1.58675232073981
"5",-1.60463907180578,0.250632146849165,0.701273734797577,-1.58414070698404,-1.72963234616972,0.330664512063718,1.34599164012541,0.557784205121065,0.904383882584591,1.28038075671747,-0.21041291189947,-0.102685597508071,-0.133974891208345,1.61006771767127,-1.63288157097368,-1.15251922147698,0.93397372913052,0.421452806769115,-1.72409049711811,0.859254719246497
"6",0.626474464415145,-0.5333133428535,-1.48220880048886,-0.147161874748025,-1.68341104611058,0.989369283812412,-0.630416646103374,-0.42483137926898,-1.55658726925042,-0.921037492805617,0.459488182036368,0.55446441875225,-0.175056582724414,1.4152498704249,0.575172642786772,0.92011093898297,-0.722389484656292,-0.756641376431374,-0.135061165124643,-0.337052371340859
"7",0.0284547772211525,0.896964341467358,1.04913037695067,-0.630994707843424,0.70272468420233,0.148893879059657,-1.46756324968904,0.0438612392605986,-0.202900608774192,0.710287713614414,1.69234966421424,1.58954393284441,-1.33285618216261,-0.908771543873717,-1.01207867772651,-0.853891442565073,-1.10408100451773,-0.169216542825692,0.981309430696085,1.69216433780266
"8",1.41517419596415,0.938168666340558,0.365523997370804,-1.31421563200617,-1.62181097767876,0.650023159680122,-1.51441962321146,1.4872305730283,-1.70391140391492,-0.820404108437685,0.20427526670821,-0.367889974206321,1.49163618245252,0.219422353071584,1.54551168986953,-1.41487230467018,-0.359157813291723,0.777387630058208,1.7282304301054,-0.527415519364145
"9",1.69866852403023,0.00926586649191252,0.695398674540895,-1.60711564264138,-1.42167956943186,0.91158226796363,1.26857656677166,0.51014025020295,0.0922191860428525,-1.70637084848887,-1.36005462622207,-1.71276019826858,1.31465204438311,0.796253610662585,-0.617837278679071,-1.6494545472641,-1.07448941663249,-1.1721144102991,-1.46713490038254,-1.0969303321584
"10",-0.109075272327031,-1.54132362929634,-0.272483020962599,1.16361833434485,1.37035076309331,1.33533509360342,-1.45050737153681,0.0575734265444927,-0.455396382280823,1.14587487316267,0.801945623008637,0.351120147532077,0.13486841200979,1.03374540137681,-0.889669521862639,-1.27501058242892,-0.0934102871338152,1.6944726488037,0.149515821905077,-0.531668794263984
